POA_CODE,State,religion,count
2356,NSW,Hinduism,0
2356,NSW,Islam,0
2356,NSW,Judaism,0
2356,NSW,Other Religions,0
2356,NSW,Non/Secular Religious Affiliation,36
2357,NSW,Buddhism,11
2357,NSW,Christianity,2606
2357,NSW,Hinduism,14
2357,NSW,Islam,11
2357,NSW,Judaism,3
2357,NSW,Other Religions,20
2357,NSW,Non/Secular Religious Affiliation,977
2358,NSW,Buddhism,29
2358,NSW,Christianity,2436
2358,NSW,Hinduism,3
2358,NSW,Islam,6
2358,NSW,Judaism,7
2358,NSW,Other Religions,17
2358,NSW,Non/Secular Religious Affiliation,902
2359,NSW,Buddhism,4
2359,NSW,Christianity,482
2359,NSW,Hinduism,0
2359,NSW,Islam,0
2359,NSW,Judaism,0
2359,NSW,Other Religions,0
2359,NSW,Non/Secular Religious Affiliation,161
2360,NSW,Buddhism,63
2360,NSW,Christianity,9898
2360,NSW,Hinduism,8
2360,NSW,Islam,17
2360,NSW,Judaism,0
2360,NSW,Other Religions,30
2360,NSW,Non/Secular Religious Affiliation,2992
2361,NSW,Buddhism,0
2361,NSW,Christianity,643
2361,NSW,Hinduism,0
2361,NSW,Islam,0
2361,NSW,Judaism,0
2361,NSW,Other Religions,4
2361,NSW,Non/Secular Religious Affiliation,136
2365,NSW,Buddhism,18
2365,NSW,Christianity,2590
2365,NSW,Hinduism,5
2365,NSW,Islam,0
2365,NSW,Judaism,0
2365,NSW,Other Religions,11
2365,NSW,Non/Secular Religious Affiliation,727
2369,NSW,Buddhism,0
2369,NSW,Christianity,626
2369,NSW,Hinduism,0
2369,NSW,Islam,0
2369,NSW,Judaism,0
2369,NSW,Other Religions,4
2369,NSW,Non/Secular Religious Affiliation,180
2370,NSW,Buddhism,32
2370,NSW,Christianity,5030
2370,NSW,Hinduism,29
2370,NSW,Islam,22
2370,NSW,Judaism,3
2370,NSW,Other Religions,47
2370,NSW,Non/Secular Religious Affiliation,1450
2371,NSW,Buddhism,5
2371,NSW,Christianity,749
2371,NSW,Hinduism,0
2371,NSW,Islam,0
2371,NSW,Judaism,0
2371,NSW,Other Religions,11
2371,NSW,Non/Secular Religious Affiliation,243
2372,NSW,Buddhism,31
2372,NSW,Christianity,3109
2372,NSW,Hinduism,4
2372,NSW,Islam,0
2372,NSW,Judaism,0
2372,NSW,Other Religions,24
2372,NSW,Non/Secular Religious Affiliation,985
2379,NSW,Buddhism,0
2379,NSW,Christianity,225
2379,NSW,Hinduism,0
2379,NSW,Islam,0
2379,NSW,Judaism,0
2379,NSW,Other Religions,0
2379,NSW,Non/Secular Religious Affiliation,58
2380,NSW,Buddhism,35
2380,NSW,Christianity,7255
2380,NSW,Hinduism,10
2380,NSW,Islam,20
2380,NSW,Judaism,0
2380,NSW,Other Religions,24
2380,NSW,Non/Secular Religious Affiliation,2108
2381,NSW,Buddhism,7
2381,NSW,Christianity,804
2381,NSW,Hinduism,0
2381,NSW,Islam,0
2381,NSW,Judaism,0
2381,NSW,Other Religions,4
2381,NSW,Non/Secular Religious Affiliation,258
2382,NSW,Buddhism,6
2382,NSW,Christianity,882
2382,NSW,Hinduism,0
2382,NSW,Islam,0
2382,NSW,Judaism,0
2382,NSW,Other Religions,0
2382,NSW,Non/Secular Religious Affiliation,281
2386,NSW,Buddhism,0
2386,NSW,Christianity,269
2386,NSW,Hinduism,0
2386,NSW,Islam,0
2386,NSW,Judaism,0
2386,NSW,Other Religions,0
2386,NSW,Non/Secular Religious Affiliation,48
2387,NSW,Buddhism,0
2387,NSW,Christianity,132
2387,NSW,Hinduism,0
2387,NSW,Islam,0
2387,NSW,Judaism,0
2387,NSW,Other Religions,0
2387,NSW,Non/Secular Religious Affiliation,26
2388,NSW,Buddhism,12
2388,NSW,Christianity,1870
2388,NSW,Hinduism,0
2388,NSW,Islam,6
2388,NSW,Judaism,0
2388,NSW,Other Religions,5
2388,NSW,Non/Secular Religious Affiliation,377
2390,NSW,Buddhism,30
2390,NSW,Christianity,5953
2390,NSW,Hinduism,33
2390,NSW,Islam,15
2390,NSW,Judaism,0
2390,NSW,Other Religions,11
2390,NSW,Non/Secular Religious Affiliation,1688
2395,NSW,Buddhism,0
2395,NSW,Christianity,409
2395,NSW,Hinduism,0
2395,NSW,Islam,0
2395,NSW,Judaism,0
2395,NSW,Other Religions,0
2395,NSW,Non/Secular Religious Affiliation,174
2396,NSW,Buddhism,5
2396,NSW,Christianity,641
2396,NSW,Hinduism,0
2396,NSW,Islam,0
2396,NSW,Judaism,0
2396,NSW,Other Religions,3
2396,NSW,Non/Secular Religious Affiliation,151
2397,NSW,Buddhism,0
2397,NSW,Christianity,261
2397,NSW,Hinduism,0
2397,NSW,Islam,0
2397,NSW,Judaism,0
2397,NSW,Other Religions,0
2397,NSW,Non/Secular Religious Affiliation,68
2398,NSW,Buddhism,0
2398,NSW,Christianity,187
2398,NSW,Hinduism,0
2398,NSW,Islam,0
2398,NSW,Judaism,0
2398,NSW,Other Religions,0
2398,NSW,Non/Secular Religious Affiliation,25
2399,NSW,Buddhism,0
2399,NSW,Christianity,411
2399,NSW,Hinduism,0
2399,NSW,Islam,0
2399,NSW,Judaism,0
2399,NSW,Other Religions,0
2399,NSW,Non/Secular Religious Affiliation,84
2400,NSW,Buddhism,48
2400,NSW,Christianity,6975
2400,NSW,Hinduism,67
2400,NSW,Islam,21
2400,NSW,Judaism,0
2400,NSW,Other Religions,22
2400,NSW,Non/Secular Religious Affiliation,1582
2401,NSW,Buddhism,4
2401,NSW,Christianity,237
2401,NSW,Hinduism,0
2401,NSW,Islam,0
2401,NSW,Judaism,0
2401,NSW,Other Religions,0
2401,NSW,Non/Secular Religious Affiliation,40
2402,NSW,Buddhism,6
2402,NSW,Christianity,1335
2402,NSW,Hinduism,6
2402,NSW,Islam,0
2402,NSW,Judaism,0
2402,NSW,Other Religions,0
2402,NSW,Non/Secular Religious Affiliation,272
2403,NSW,Buddhism,0
2403,NSW,Christianity,522
2403,NSW,Hinduism,0
2403,NSW,Islam,0
2403,NSW,Judaism,0
2403,NSW,Other Religions,7
2403,NSW,Non/Secular Religious Affiliation,112
2404,NSW,Buddhism,0
2404,NSW,Christianity,1350
2404,NSW,Hinduism,0
2404,NSW,Islam,0
2404,NSW,Judaism,4
2404,NSW,Other Religions,0
2404,NSW,Non/Secular Religious Affiliation,292
2405,NSW,Buddhism,0
2405,NSW,Christianity,360
2405,NSW,Hinduism,0
2405,NSW,Islam,0
2405,NSW,Judaism,0
2405,NSW,Other Religions,0
2405,NSW,Non/Secular Religious Affiliation,86
2408,NSW,Buddhism,0
2408,NSW,Christianity,278
2408,NSW,Hinduism,0
2408,NSW,Islam,0
2408,NSW,Judaism,0
2408,NSW,Other Religions,0
2408,NSW,Non/Secular Religious Affiliation,48
2409,NSW,Buddhism,0
2409,NSW,Christianity,724
2409,NSW,Hinduism,0
2409,NSW,Islam,0
2409,NSW,Judaism,0
2409,NSW,Other Religions,3
2409,NSW,Non/Secular Religious Affiliation,200
2410,NSW,Buddhism,0
2410,NSW,Christianity,183
2410,NSW,Hinduism,0
2410,NSW,Islam,0
2410,NSW,Judaism,0
2410,NSW,Other Religions,0
2410,NSW,Non/Secular Religious Affiliation,61
2411,NSW,Buddhism,0
2411,NSW,Christianity,93
2411,NSW,Hinduism,0
2411,NSW,Islam,0
2411,NSW,Judaism,0
2411,NSW,Other Religions,0
2411,NSW,Non/Secular Religious Affiliation,11
2415,NSW,Buddhism,0
2415,NSW,Christianity,256
2415,NSW,Hinduism,0
2415,NSW,Islam,0
2415,NSW,Judaism,0
2415,NSW,Other Religions,4
2415,NSW,Non/Secular Religious Affiliation,88
2420,NSW,Buddhism,21
2420,NSW,Christianity,2687
2420,NSW,Hinduism,4
2420,NSW,Islam,3
2420,NSW,Judaism,0
2420,NSW,Other Religions,8
2420,NSW,Non/Secular Religious Affiliation,865
2421,NSW,Buddhism,12
2421,NSW,Christianity,1202
2421,NSW,Hinduism,5
2421,NSW,Islam,0
2421,NSW,Judaism,0
2421,NSW,Other Religions,7
2421,NSW,Non/Secular Religious Affiliation,464
2422,NSW,Buddhism,38
2422,NSW,Christianity,3520
2422,NSW,Hinduism,11
2422,NSW,Islam,6
2422,NSW,Judaism,0
2422,NSW,Other Religions,16
2422,NSW,Non/Secular Religious Affiliation,1188
2423,NSW,Buddhism,15
2423,NSW,Christianity,1830
2423,NSW,Hinduism,10
2423,NSW,Islam,0
2423,NSW,Judaism,0
2423,NSW,Other Religions,8
2423,NSW,Non/Secular Religious Affiliation,787
2424,NSW,Buddhism,7
2424,NSW,Christianity,230
2424,NSW,Hinduism,0
2424,NSW,Islam,0
2424,NSW,Judaism,0
2424,NSW,Other Religions,0
2424,NSW,Non/Secular Religious Affiliation,123
2425,NSW,Buddhism,9
2425,NSW,Christianity,1129
2425,NSW,Hinduism,0
2425,NSW,Islam,7
2425,NSW,Judaism,0
2425,NSW,Other Religions,8
2425,NSW,Non/Secular Religious Affiliation,481
2426,NSW,Buddhism,0
2426,NSW,Christianity,479
2426,NSW,Hinduism,0
2426,NSW,Islam,0
2426,NSW,Judaism,0
2426,NSW,Other Religions,0
2426,NSW,Non/Secular Religious Affiliation,159
2427,NSW,Buddhism,18
2427,NSW,Christianity,2133
2427,NSW,Hinduism,0
2427,NSW,Islam,3
2427,NSW,Judaism,0
2427,NSW,Other Religions,3
2427,NSW,Non/Secular Religious Affiliation,708
2428,NSW,Buddhism,188
2428,NSW,Christianity,15538
2428,NSW,Hinduism,33
2428,NSW,Islam,16
2428,NSW,Judaism,9
2428,NSW,Other Religions,44
2428,NSW,Non/Secular Religious Affiliation,5904
2429,NSW,Buddhism,68
2429,NSW,Christianity,6057
2429,NSW,Hinduism,8
2429,NSW,Islam,6
2429,NSW,Judaism,3
2429,NSW,Other Religions,39
2429,NSW,Non/Secular Religious Affiliation,2566
2430,NSW,Buddhism,280
2430,NSW,Christianity,21986
2430,NSW,Hinduism,80
2430,NSW,Islam,63
2430,NSW,Judaism,16
2430,NSW,Other Religions,101
2430,NSW,Non/Secular Religious Affiliation,8529
2431,NSW,Buddhism,39
2431,NSW,Christianity,3300
2431,NSW,Hinduism,3
2431,NSW,Islam,5
2431,NSW,Judaism,0
2431,NSW,Other Religions,9
2431,NSW,Non/Secular Religious Affiliation,1349
2439,NSW,Buddhism,8
2439,NSW,Christianity,1717
2439,NSW,Hinduism,0
2439,NSW,Islam,0
2439,NSW,Judaism,0
2439,NSW,Other Religions,7
2439,NSW,Non/Secular Religious Affiliation,853
2440,NSW,Buddhism,144
2440,NSW,Christianity,13023
2440,NSW,Hinduism,31
2440,NSW,Islam,23
2440,NSW,Judaism,0
2440,NSW,Other Religions,68
2440,NSW,Non/Secular Religious Affiliation,5489
2441,NSW,Buddhism,36
2441,NSW,Christianity,2317
2441,NSW,Hinduism,6
2441,NSW,Islam,5
2441,NSW,Judaism,0
2441,NSW,Other Religions,11
2441,NSW,Non/Secular Religious Affiliation,1393
2443,NSW,Buddhism,52
2443,NSW,Christianity,5785
2443,NSW,Hinduism,20
2443,NSW,Islam,8
2443,NSW,Judaism,0
2443,NSW,Other Religions,18
2443,NSW,Non/Secular Religious Affiliation,2172
2444,NSW,Buddhism,349
2444,NSW,Christianity,29349
2444,NSW,Hinduism,173
2444,NSW,Islam,48
2444,NSW,Judaism,44
2444,NSW,Other Religions,163
2444,NSW,Non/Secular Religious Affiliation,12248
2445,NSW,Buddhism,42
2445,NSW,Christianity,4237
2445,NSW,Hinduism,5
2445,NSW,Islam,3
2445,NSW,Judaism,0
2445,NSW,Other Religions,17
2445,NSW,Non/Secular Religious Affiliation,1707
2446,NSW,Buddhism,78
2446,NSW,Christianity,8615
2446,NSW,Hinduism,5
2446,NSW,Islam,25
2446,NSW,Judaism,9
2446,NSW,Other Religions,28
2446,NSW,Non/Secular Religious Affiliation,3275
2447,NSW,Buddhism,46
2447,NSW,Christianity,4358
2447,NSW,Hinduism,11
2447,NSW,Islam,0
2447,NSW,Judaism,5
2447,NSW,Other Religions,33
2447,NSW,Non/Secular Religious Affiliation,1944
2448,NSW,Buddhism,93
2448,NSW,Christianity,5053
2448,NSW,Hinduism,9
2448,NSW,Islam,5
2448,NSW,Judaism,9
2448,NSW,Other Religions,62
2448,NSW,Non/Secular Religious Affiliation,2771
2449,NSW,Buddhism,40
2449,NSW,Christianity,1190
2449,NSW,Hinduism,5
2449,NSW,Islam,5
2449,NSW,Judaism,0
2449,NSW,Other Religions,24
2449,NSW,Non/Secular Religious Affiliation,694
2450,NSW,Buddhism,449
2450,NSW,Christianity,23982
2450,NSW,Hinduism,158
2450,NSW,Islam,373
2450,NSW,Judaism,31
2450,NSW,Other Religions,504
2450,NSW,Non/Secular Religious Affiliation,13624
2452,NSW,Buddhism,155
2452,NSW,Christianity,8918
2452,NSW,Hinduism,30
2452,NSW,Islam,26
2452,NSW,Judaism,4
2452,NSW,Other Religions,82
2452,NSW,Non/Secular Religious Affiliation,4678
2453,NSW,Buddhism,40
2453,NSW,Christianity,1413
2453,NSW,Hinduism,7
2453,NSW,Islam,0
2453,NSW,Judaism,0
2453,NSW,Other Religions,10
2453,NSW,Non/Secular Religious Affiliation,1020
2454,NSW,Buddhism,160
2454,NSW,Christianity,2945
2454,NSW,Hinduism,22
2454,NSW,Islam,16
2454,NSW,Judaism,36
2454,NSW,Other Religions,74
2454,NSW,Non/Secular Religious Affiliation,3498
2455,NSW,Buddhism,28
2455,NSW,Christianity,1804
2455,NSW,Hinduism,0
2455,NSW,Islam,0
2455,NSW,Judaism,0
2455,NSW,Other Religions,12
2455,NSW,Non/Secular Religious Affiliation,878
2456,NSW,Buddhism,162
2456,NSW,Christianity,7039
2456,NSW,Hinduism,49
2456,NSW,Islam,71
2456,NSW,Judaism,8
2456,NSW,Other Religions,1005
2456,NSW,Non/Secular Religious Affiliation,4948
2460,NSW,Buddhism,161
2460,NSW,Christianity,18178
2460,NSW,Hinduism,40
2460,NSW,Islam,27
2460,NSW,Judaism,7
2460,NSW,Other Religions,142
2460,NSW,Non/Secular Religious Affiliation,7516
2462,NSW,Buddhism,23
2462,NSW,Christianity,1500
2462,NSW,Hinduism,7
2462,NSW,Islam,0
2462,NSW,Judaism,0
2462,NSW,Other Religions,11
2462,NSW,Non/Secular Religious Affiliation,667
2463,NSW,Buddhism,64
2463,NSW,Christianity,4716
2463,NSW,Hinduism,4
2463,NSW,Islam,8
2463,NSW,Judaism,0
2463,NSW,Other Religions,11
2463,NSW,Non/Secular Religious Affiliation,2014
2464,NSW,Buddhism,73
2464,NSW,Christianity,4027
2464,NSW,Hinduism,14
2464,NSW,Islam,4
2464,NSW,Judaism,4
2464,NSW,Other Religions,15
2464,NSW,Non/Secular Religious Affiliation,1957
2465,NSW,Buddhism,0
2465,NSW,Christianity,192
2465,NSW,Hinduism,0
2465,NSW,Islam,0
2465,NSW,Judaism,0
2465,NSW,Other Religions,0
2465,NSW,Non/Secular Religious Affiliation,59
2466,NSW,Buddhism,3
2466,NSW,Christianity,1118
2466,NSW,Hinduism,0
2466,NSW,Islam,0
2466,NSW,Judaism,0
2466,NSW,Other Religions,3
2466,NSW,Non/Secular Religious Affiliation,434
2469,NSW,Buddhism,41
2469,NSW,Christianity,2050
2469,NSW,Hinduism,15
2469,NSW,Islam,3
2469,NSW,Judaism,4
2469,NSW,Other Religions,31
2469,NSW,Non/Secular Religious Affiliation,1334
2470,NSW,Buddhism,54
2470,NSW,Christianity,10476
2470,NSW,Hinduism,19
2470,NSW,Islam,7
2470,NSW,Judaism,0
2470,NSW,Other Religions,50
2470,NSW,Non/Secular Religious Affiliation,3262
2471,NSW,Buddhism,16
2471,NSW,Christianity,1587
2471,NSW,Hinduism,0
2471,NSW,Islam,3
2471,NSW,Judaism,0
2471,NSW,Other Religions,11
2471,NSW,Non/Secular Religious Affiliation,587
2472,NSW,Buddhism,11
2472,NSW,Christianity,1061
2472,NSW,Hinduism,0
2472,NSW,Islam,9
2472,NSW,Judaism,0
2472,NSW,Other Religions,9
2472,NSW,Non/Secular Religious Affiliation,553
2473,NSW,Buddhism,23
2473,NSW,Christianity,1823
2473,NSW,Hinduism,8
2473,NSW,Islam,0
2473,NSW,Judaism,0
2473,NSW,Other Religions,6
2473,NSW,Non/Secular Religious Affiliation,899
2474,NSW,Buddhism,94
2474,NSW,Christianity,3439
2474,NSW,Hinduism,16
2474,NSW,Islam,7
2474,NSW,Judaism,12
2474,NSW,Other Religions,55
2474,NSW,Non/Secular Religious Affiliation,1942
2475,NSW,Buddhism,7
2475,NSW,Christianity,201
2475,NSW,Hinduism,0
2475,NSW,Islam,0
2475,NSW,Judaism,0
2475,NSW,Other Religions,0
2475,NSW,Non/Secular Religious Affiliation,100
2476,NSW,Buddhism,0
2476,NSW,Christianity,511
2476,NSW,Hinduism,0
2476,NSW,Islam,4
2476,NSW,Judaism,0
2476,NSW,Other Religions,0
2476,NSW,Non/Secular Religious Affiliation,179
2477,NSW,Buddhism,133
2477,NSW,Christianity,7285
2477,NSW,Hinduism,24
2477,NSW,Islam,14
2477,NSW,Judaism,12
2477,NSW,Other Religions,42
2477,NSW,Non/Secular Religious Affiliation,3616
2478,NSW,Buddhism,344
2478,NSW,Christianity,15873
2478,NSW,Hinduism,70
2478,NSW,Islam,36
2478,NSW,Judaism,27
2478,NSW,Other Religions,152
2478,NSW,Non/Secular Religious Affiliation,8733
2479,NSW,Buddhism,83
2479,NSW,Christianity,1736
2479,NSW,Hinduism,14
2479,NSW,Islam,7
2479,NSW,Judaism,33
2479,NSW,Other Religions,67
2479,NSW,Non/Secular Religious Affiliation,2259
2480,NSW,Buddhism,615
2480,NSW,Christianity,22876
2480,NSW,Hinduism,106
2480,NSW,Islam,115
2480,NSW,Judaism,36
2480,NSW,Other Religions,504
2480,NSW,Non/Secular Religious Affiliation,15173
2481,NSW,Buddhism,298
2481,NSW,Christianity,3556
2481,NSW,Hinduism,38
2481,NSW,Islam,14
2481,NSW,Judaism,97
2481,NSW,Other Religions,85
2481,NSW,Non/Secular Religious Affiliation,5388
2482,NSW,Buddhism,185
2482,NSW,Christianity,1690
2482,NSW,Hinduism,14
2482,NSW,Islam,4
2482,NSW,Judaism,91
2482,NSW,Other Religions,71
2482,NSW,Non/Secular Religious Affiliation,3085
2483,NSW,Buddhism,261
2483,NSW,Christianity,3726
2483,NSW,Hinduism,24
2483,NSW,Islam,12
2483,NSW,Judaism,84
2483,NSW,Other Religions,106
2483,NSW,Non/Secular Religious Affiliation,4936
2484,NSW,Buddhism,232
2484,NSW,Christianity,9527
2484,NSW,Hinduism,354
2484,NSW,Islam,12
2484,NSW,Judaism,13
2484,NSW,Other Religions,259
2484,NSW,Non/Secular Religious Affiliation,6214
2485,NSW,Buddhism,184
2485,NSW,Christianity,8355
2485,NSW,Hinduism,79
2485,NSW,Islam,37
2485,NSW,Judaism,13
2485,NSW,Other Religions,78
2485,NSW,Non/Secular Religious Affiliation,4015
2486,NSW,Buddhism,303
2486,NSW,Christianity,19830
2486,NSW,Hinduism,106
2486,NSW,Islam,37
2486,NSW,Judaism,32
2486,NSW,Other Religions,155
2486,NSW,Non/Secular Religious Affiliation,8520
2487,NSW,Buddhism,144
2487,NSW,Christianity,7656
2487,NSW,Hinduism,40
2487,NSW,Islam,4
2487,NSW,Judaism,9
2487,NSW,Other Religions,37
2487,NSW,Non/Secular Religious Affiliation,4071
2488,NSW,Buddhism,49
2488,NSW,Christianity,1511
2488,NSW,Hinduism,15
2488,NSW,Islam,14
2488,NSW,Judaism,3
2488,NSW,Other Religions,8
2488,NSW,Non/Secular Religious Affiliation,1317
2489,NSW,Buddhism,83
2489,NSW,Christianity,4125
2489,NSW,Hinduism,18
2489,NSW,Islam,4
2489,NSW,Judaism,10
2489,NSW,Other Religions,38
2489,NSW,Non/Secular Religious Affiliation,2508
2490,NSW,Buddhism,3
2490,NSW,Christianity,345
2490,NSW,Hinduism,0
2490,NSW,Islam,0
2490,NSW,Judaism,0
2490,NSW,Other Religions,0
2490,NSW,Non/Secular Religious Affiliation,232
2500,NSW,Buddhism,927
2500,NSW,Christianity,20121
2500,NSW,Hinduism,613
2500,NSW,Islam,1658
2500,NSW,Judaism,30
2500,NSW,Other Religions,174
2500,NSW,Non/Secular Religious Affiliation,12898
2502,NSW,Buddhism,161
2502,NSW,Christianity,7739
2502,NSW,Hinduism,36
2502,NSW,Islam,1016
2502,NSW,Judaism,4
2502,NSW,Other Religions,65
2502,NSW,Non/Secular Religious Affiliation,2383
2505,NSW,Buddhism,46
2505,NSW,Christianity,3365
2505,NSW,Hinduism,6
2505,NSW,Islam,49
2505,NSW,Judaism,0
2505,NSW,Other Religions,13
2505,NSW,Non/Secular Religious Affiliation,1097
2506,NSW,Buddhism,130
2506,NSW,Christianity,4690
2506,NSW,Hinduism,9
2506,NSW,Islam,341
2506,NSW,Judaism,0
2506,NSW,Other Religions,20
2506,NSW,Non/Secular Religious Affiliation,1796
2508,NSW,Buddhism,67
2508,NSW,Christianity,5285
2508,NSW,Hinduism,52
2508,NSW,Islam,7
2508,NSW,Judaism,5
2508,NSW,Other Religions,23
2508,NSW,Non/Secular Religious Affiliation,2864
2515,NSW,Buddhism,106
2515,NSW,Christianity,5537
2515,NSW,Hinduism,28
2515,NSW,Islam,22
2515,NSW,Judaism,19
2515,NSW,Other Religions,35
2515,NSW,Non/Secular Religious Affiliation,4454
2516,NSW,Buddhism,67
2516,NSW,Christianity,3351
2516,NSW,Hinduism,11
2516,NSW,Islam,41
2516,NSW,Judaism,0
2516,NSW,Other Religions,14
2516,NSW,Non/Secular Religious Affiliation,2193
2517,NSW,Buddhism,140
2517,NSW,Christianity,8325
2517,NSW,Hinduism,35
2517,NSW,Islam,60
2517,NSW,Judaism,15
2517,NSW,Other Religions,28
2517,NSW,Non/Secular Religious Affiliation,4198
2518,NSW,Buddhism,252
2518,NSW,Christianity,11710
2518,NSW,Hinduism,77
2518,NSW,Islam,210
2518,NSW,Judaism,16
2518,NSW,Other Religions,94
2518,NSW,Non/Secular Religious Affiliation,5387
2519,NSW,Buddhism,220
2519,NSW,Christianity,9947
2519,NSW,Hinduism,128
2519,NSW,Islam,589
2519,NSW,Judaism,4
2519,NSW,Other Religions,58
2519,NSW,Non/Secular Religious Affiliation,4681
2522,NSW,Buddhism,18
2522,NSW,Christianity,85
2522,NSW,Hinduism,8
2522,NSW,Islam,23
2522,NSW,Judaism,0
2522,NSW,Other Religions,0
2522,NSW,Non/Secular Religious Affiliation,145
2525,NSW,Buddhism,104
2525,NSW,Christianity,7528
2525,NSW,Hinduism,99
2525,NSW,Islam,215
2525,NSW,Judaism,11
2525,NSW,Other Religions,52
2525,NSW,Non/Secular Religious Affiliation,2809
2526,NSW,Buddhism,116
2526,NSW,Christianity,10076
2526,NSW,Hinduism,81
2526,NSW,Islam,217
2526,NSW,Judaism,0
2526,NSW,Other Religions,43
2526,NSW,Non/Secular Religious Affiliation,3867
2527,NSW,Buddhism,120
2527,NSW,Christianity,14104
2527,NSW,Hinduism,15
2527,NSW,Islam,65
2527,NSW,Judaism,0
2527,NSW,Other Religions,45
2527,NSW,Non/Secular Religious Affiliation,5613
2528,NSW,Buddhism,181
2528,NSW,Christianity,14761
2528,NSW,Hinduism,25
2528,NSW,Islam,274
2528,NSW,Judaism,0
2528,NSW,Other Religions,77
2528,NSW,Non/Secular Religious Affiliation,6377
2529,NSW,Buddhism,241
2529,NSW,Christianity,17314
2529,NSW,Hinduism,98
2529,NSW,Islam,313
2529,NSW,Judaism,5
2529,NSW,Other Religions,109
2529,NSW,Non/Secular Religious Affiliation,6095
2530,NSW,Buddhism,206
2530,NSW,Christianity,21248
2530,NSW,Hinduism,99
2530,NSW,Islam,161
2530,NSW,Judaism,4
2530,NSW,Other Religions,94
2530,NSW,Non/Secular Religious Affiliation,8189
2533,NSW,Buddhism,121
2533,NSW,Christianity,9607
2533,NSW,Hinduism,18
2533,NSW,Islam,22
2533,NSW,Judaism,15
2533,NSW,Other Religions,32
2533,NSW,Non/Secular Religious Affiliation,4555
2534,NSW,Buddhism,56
2534,NSW,Christianity,3361
2534,NSW,Hinduism,14
2534,NSW,Islam,4
2534,NSW,Judaism,7
2534,NSW,Other Religions,4
2534,NSW,Non/Secular Religious Affiliation,1667
2535,NSW,Buddhism,50
2535,NSW,Christianity,4239
2535,NSW,Hinduism,4
2535,NSW,Islam,11
2535,NSW,Judaism,15
2535,NSW,Other Religions,9
2535,NSW,Non/Secular Religious Affiliation,2266
2536,NSW,Buddhism,131
2536,NSW,Christianity,10466
2536,NSW,Hinduism,35
2536,NSW,Islam,28
2536,NSW,Judaism,10
2536,NSW,Other Religions,79
2536,NSW,Non/Secular Religious Affiliation,5120
2537,NSW,Buddhism,98
2537,NSW,Christianity,6452
2537,NSW,Hinduism,18
2537,NSW,Islam,15
2537,NSW,Judaism,5
2537,NSW,Other Religions,54
2537,NSW,Non/Secular Religious Affiliation,4016
2538,NSW,Buddhism,31
2538,NSW,Christianity,1331
2538,NSW,Hinduism,0
2538,NSW,Islam,0
2538,NSW,Judaism,0
2538,NSW,Other Religions,4
2538,NSW,Non/Secular Religious Affiliation,724
2539,NSW,Buddhism,236
2539,NSW,Christianity,10703
2539,NSW,Hinduism,27
2539,NSW,Islam,19
2539,NSW,Judaism,15
2539,NSW,Other Religions,62
2539,NSW,Non/Secular Religious Affiliation,5295
2541,NSW,Buddhism,263
2541,NSW,Christianity,14689
2541,NSW,Hinduism,122
2541,NSW,Islam,67
2541,NSW,Judaism,16
2541,NSW,Other Religions,142
2541,NSW,Non/Secular Religious Affiliation,7661
2545,NSW,Buddhism,14
2545,NSW,Christianity,544
2545,NSW,Hinduism,3
2545,NSW,Islam,0
2545,NSW,Judaism,0
2545,NSW,Other Religions,3
2545,NSW,Non/Secular Religious Affiliation,373
2546,NSW,Buddhism,113
2546,NSW,Christianity,4641
2546,NSW,Hinduism,19
2546,NSW,Islam,6
2546,NSW,Judaism,16
2546,NSW,Other Religions,49
2546,NSW,Non/Secular Religious Affiliation,3239
2548,NSW,Buddhism,74
2548,NSW,Christianity,4375
2548,NSW,Hinduism,7
2548,NSW,Islam,3
2548,NSW,Judaism,0
2548,NSW,Other Religions,28
2548,NSW,Non/Secular Religious Affiliation,2467
2549,NSW,Buddhism,41
2549,NSW,Christianity,1979
2549,NSW,Hinduism,10
2549,NSW,Islam,0
2549,NSW,Judaism,3
2549,NSW,Other Religions,16
2549,NSW,Non/Secular Religious Affiliation,1398
2550,NSW,Buddhism,166
2550,NSW,Christianity,7937
2550,NSW,Hinduism,31
2550,NSW,Islam,14
2550,NSW,Judaism,13
2550,NSW,Other Religions,68
2550,NSW,Non/Secular Religious Affiliation,5942
2551,NSW,Buddhism,21
2551,NSW,Christianity,1923
2551,NSW,Hinduism,3
2551,NSW,Islam,0
2551,NSW,Judaism,6
2551,NSW,Other Religions,13
2551,NSW,Non/Secular Religious Affiliation,1130
2555,NSW,Buddhism,8
2555,NSW,Christianity,140
2555,NSW,Hinduism,0
2555,NSW,Islam,0
2555,NSW,Judaism,0
2555,NSW,Other Religions,0
2555,NSW,Non/Secular Religious Affiliation,48
2556,NSW,Buddhism,30
2556,NSW,Christianity,1827
2556,NSW,Hinduism,15
2556,NSW,Islam,163
2556,NSW,Judaism,0
2556,NSW,Other Religions,6
2556,NSW,Non/Secular Religious Affiliation,294
2557,NSW,Buddhism,139
2557,NSW,Christianity,5947
2557,NSW,Hinduism,266
2557,NSW,Islam,379
2557,NSW,Judaism,0
2557,NSW,Other Religions,74
2557,NSW,Non/Secular Religious Affiliation,1338
2558,NSW,Buddhism,317
2558,NSW,Christianity,7205
2558,NSW,Hinduism,206
2558,NSW,Islam,644
2558,NSW,Judaism,5
2558,NSW,Other Religions,85
